        Frequency / MHz                Port 1 [1] (8)/arg,degrees
                  237.08                       8.6541893
                  237.34                       8.6624754
                   237.6                         8.69824
                  237.86                       8.7627621
                  238.12                       8.8584152
                  238.38                       8.9887348
                  238.64                       9.1584649
                   238.9                       9.3735474
                  239.16                       9.6410219
                  239.42                       9.9688295
                  239.68                       10.365539
                  239.94                       10.840029
                   240.2                       11.401154
                  240.46                       12.057397
                  240.72                       12.816498
                  240.98                       13.685032
                  241.24                       14.667931
                   241.5                       15.767979
                  241.76                       16.985334
                  242.02                       18.317152
                  242.28                       19.757366
                  242.54                       21.296658
                   242.8                        22.92263
                  243.06                       24.620145
                  243.32                       26.371836
                  243.58                       28.158745
                  243.84                       29.961085
                   244.1                       31.759059
                  244.36                       33.533681
                  244.62                       35.267503
                  244.88                        36.94516
                  245.14                       38.553712
                   245.4                       40.082751
                  245.66                       41.524334
                  245.92                       42.872785
                  246.18                       44.124416
                  246.44                       45.277202
                   246.7                       46.330431
                  246.96                       47.284366
                  247.22                        48.13993
                  247.48                       48.898488
                  247.74                       49.561736
                     248                       50.131697
                  248.26                       50.610808
                  248.52                          51.002
                  248.78                        51.30869
                  249.04                       51.534629
                   249.3                        51.68359
                  249.56                       51.758952
                  249.82                       51.763287
                  250.08                        51.69806
                  250.34                       51.563524
                   250.6                        51.35881
                  250.86                        51.08216
                  251.12                       50.731184
                  251.38                       50.303053
                  251.64                       49.794568
                   251.9                       49.202127
                  252.16                       48.521641
                  252.42                       47.748489
                  252.68                       46.877562
                  252.94                       45.903383
                   253.2                       44.820262
                  253.46                       43.622424
                  253.72                       42.304078
                  253.98                       40.859443
                  254.24                       39.282806
                   254.5                       37.568693
                  254.76                       35.712199
                  255.02                       33.709463
                  255.28                       31.558191
                  255.54                       29.258156
                   255.8                       26.811592
                  256.06                       24.223497
                  256.32                       21.501904
                  256.58                       18.658146
                  256.84                       15.707089
                   257.1                       12.667203
                  257.36                       9.5602963
                  257.62                       6.4108295
                  257.88                       3.2448492
                  258.14                     0.088748502
                   258.4                      -3.0318977
                  258.66                      -6.0932482
                  258.92                      -9.0738261
                  259.18                      -11.954943
                  259.44                      -14.721004
                   259.7                      -17.359714
                  259.96                      -19.862128
                  260.22                      -22.222457
                  260.48                       -24.43764
                  260.74                      -26.506738
                     261                      -28.430327
                  261.26                      -30.210016
                  261.52                      -31.848138
                  261.78                      -33.347593
                  262.04                      -34.711745
                   262.3                      -35.944262
                  262.56                      -37.048905
                  262.82                       -38.02927
                  263.08                      -38.888583
                  263.34                      -39.629602
                   263.6                      -40.254633
                  263.86                      -40.765608
                  264.12                      -41.164162
                  264.38                       -41.45163
                  264.64                      -41.628965
                   264.9                      -41.696619
                  265.16                      -41.654451
                  265.42                      -41.501722
                  265.68                      -41.237194
                  265.94                      -40.859287
                   266.2                      -40.366256
                  266.46                      -39.756326
                  266.72                      -39.027783
                  266.98                       -38.17909
                  267.24                      -37.209069
                   267.5                      -36.117243
                  267.76                      -34.904342
                  268.02                      -33.572939
                  268.28                      -32.128153
                  268.54                      -30.578342
                   268.8                      -28.935726
                  269.06                      -27.216935
                  269.32                      -25.443478
                  269.58                      -23.642091
                  269.84                      -21.844913
                   270.1                      -20.089332
                  270.36                      -18.417417
                  270.62                      -16.874845
                  270.88                      -15.509408
                  271.14                       -14.36921
                   271.4                      -13.500768
                  271.66                      -12.947117
                  271.92                      -12.745935
                  272.18                      -12.927568
                  272.44                      -13.512816
                   272.7                      -14.510415
                  272.96                      -15.914381
                  273.22                      -17.701701
                  273.48                      -19.831113
                  273.74                      -22.243807
                     274                      -24.866574
