        Frequency / MHz                Port 1 [1] (11)/abs,linear
                   203.8                       208.98294
                  204.06                       212.72599
                  204.32                       217.01716
                  204.58                       221.85888
                  204.84                       227.24819
                   205.1                       233.17599
                  205.36                       239.62625
                  205.62                       246.57504
                  205.88                       253.98955
                  206.14                       261.82698
                   206.4                        270.0335
                  206.66                       278.54318
                  206.92                       287.27715
                  207.18                       296.14308
                  207.44                        305.0353
                   207.7                       313.83557
                  207.96                       322.41492
                  208.22                       330.63664
                  208.48                       338.36032
                  208.74                       345.44703
                     209                       351.76524
                  209.26                       357.19704
                  209.52                       361.64417
                  209.78                       365.03311
                  210.04                       367.31871
                   210.3                       368.48586
                  210.56                       368.54912
                  210.82                       367.55029
                  211.08                       365.55444
                  211.34                        362.6449
                   211.6                       358.91779
                  211.86                       354.47669
                  212.12                       349.42776
                  212.38                       343.87569
                  212.64                       337.92052
                   212.9                       331.65544
                  213.16                        325.1654
                  213.42                       318.52648
                  213.68                        311.8058
                  213.94                       305.06188
                   214.2                       298.34515
                  214.46                       291.69873
                  214.72                       285.15914
                  214.98                       278.75714
                  215.24                        272.5185
                   215.5                       266.46474
                  215.76                       260.61382
                  216.02                       254.98074
                  216.28                       249.57801
                  216.54                       244.41611
                   216.8                       239.50385
                  217.06                       234.84865
                  217.32                       230.45687
                  217.58                       226.33404
                  217.84                         222.485
                   218.1                       218.91412
                  218.36                       215.62532
                  218.62                       212.62217
                  218.88                       209.90794
                  219.14                       207.48558
                   219.4                       205.35783
                  219.66                       203.52716
                  219.92                       201.99578
                  220.18                       200.76558
                  220.44                       199.83807
                   220.7                       199.21433
                  220.96                       198.89489
                  221.22                       198.87976
                  221.48                       199.16832
                  221.74                        199.7593
                     222                       200.65067
                  222.26                       201.83954
                  222.52                       203.32208
                  222.78                        205.0934
                  223.04                        207.1475
                   223.3                       209.47714
                  223.56                       212.07379
                  223.82                       214.92749
                  224.08                       218.02667
                  224.34                       221.35797
                   224.6                       224.90607
                  224.86                       228.65349
                  225.12                       232.58048
                  225.38                       236.66484
                  225.64                       240.88179
                   225.9                       245.20376
                  226.16                       249.60024
                  226.42                        254.0377
                  226.68                       258.47955
                  226.94                        262.8863
                   227.2                       267.21579
                  227.46                       271.42353
                  227.72                       275.46315
                  227.98                       279.28697
                  228.24                       282.84667
                   228.5                       286.09418
                  228.76                       288.98277
                  229.02                        291.4683
                  229.28                       293.51043
                  229.54                       295.07385
                   229.8                       296.12932
                  230.06                       296.65453
                  230.32                       296.63481
                  230.58                       296.06364
                  230.84                       294.94305
                   231.1                       293.28369
                  231.36                        291.1046
                  231.62                       288.43257
                  231.88                       285.30116
                  232.14                       281.74947
                   232.4                        277.8209
                  232.66                       273.56193
                  232.92                       269.02113
                  233.18                        264.2483
                  233.44                       259.29367
                   233.7                       254.20715
                  233.96                       249.03767
                  234.22                       243.83249
                  234.48                       238.63681
