        Frequency / MHz                S1,1 (Mesh Pass=7)/arg,degrees
               73.540001                      -73.413311
               73.800003                       -74.84371
               74.059998                      -76.274417
                   74.32                      -77.705525
               74.580002                      -79.137153
               74.839996                      -80.569389
               75.099998                      -82.002343
               75.360001                      -83.436102
               75.620003                      -84.870797
               75.879997                      -86.306516
               76.139999                      -87.743376
               76.400002                      -89.181473
               76.659996                      -90.620935
               76.919998                      -92.061852
                   77.18                       -93.50434
               77.440002                      -94.948509
               77.699997                       -96.39448
               77.959999                      -97.842364
               78.220001                      -99.292249
               78.480003                      -100.74429
               78.739998                      -102.19856
                      79                       -103.6552
               79.260002                      -105.11431
               79.519997                      -106.57601
               79.779999                      -108.04042
               80.040001                      -109.50764
               80.300003                      -110.97781
               80.559998                      -112.45102
                   80.82                       -113.9274
               81.080002                      -115.40707
               81.339996                      -116.89012
               81.599998                       -118.3767
               81.860001                      -119.86691
               82.120003                      -121.36085
               82.379997                      -122.85867
               82.639999                      -124.36046
               82.900002                      -125.86634
               83.159996                      -127.37643
               83.419998                      -128.89086
                   83.68                       -130.4097
               83.940002                      -131.93312
               84.199997                       -133.4612
               84.459999                      -134.99409
               84.720001                      -136.53186
               84.980003                      -138.07466
               85.239998                       -139.6226
                    85.5                      -141.17582
               85.760002                      -142.73438
               86.019997                      -144.29848
               86.279999                      -145.86818
               86.540001                      -147.44364
               86.800003                      -149.02496
               87.059998                      -150.61228
                   87.32                      -152.20575
               87.580002                      -153.80546
               87.839996                       -155.4116
               88.099998                      -157.02426
               88.360001                      -158.64362
               88.620003                      -160.26981
               88.879997                      -161.90301
               89.139999                      -163.54336
               89.400002                      -165.19104
               89.659996                      -166.84622
               89.919998                      -168.50907
                   90.18                      -170.17985
               90.440002                      -171.85868
               90.699997                       -173.5458
               90.959999                      -175.24147
               91.220001                      -176.94591
               91.480003                      -178.65936
               91.739998                       179.61789
                      92                       177.88557
               92.260002                       176.14337
               92.519997                       174.39096
               92.779999                       172.62801
               93.040001                       170.85413
               93.300003                       169.06893
               93.559998                       167.27203
                   93.82                       165.46295
               94.080002                       163.64124
               94.339996                       161.80634
               94.599998                       159.95779
               94.860001                       158.09494
               95.120003                       156.21722
               95.379997                       154.32398
               95.639999                       152.41446
               95.900002                       150.48798
               96.159996                        148.5437
               96.419998                       146.58083
                   96.68                       144.59845
               96.940002                       142.59558
               97.199997                       140.57129
               97.459999                       138.52441
               97.720001                       136.45385
               97.980003                       134.35846
               98.239998                       132.23693
                    98.5                       130.08799
               98.760002                        127.9102
               99.019997                       125.70214
               99.279999                        123.4623
               99.540001                       121.18913
               99.800003                       118.88099
                  100.06                       116.53621
                  100.32                       114.15316
                  100.58                       111.73005
                  100.84                       109.26515
                   101.1                       106.75678
                  101.36                       104.20321
                  101.62                       101.60288
                  101.88                       98.954186
                  102.14                       96.255743
                   102.4                       93.506318
                  102.66                       90.704902
                  102.92                       87.850675
                  103.18                       84.943255
                  103.44                       81.982532
                   103.7                        78.96897
                  103.96                       75.903363
                  104.22                       72.787132
                  104.48                       69.622375
                  104.74                        66.41175
                     105                       63.158614
                  105.26                       59.867006
                  105.52                       56.541635
                  105.78                       53.187876
                  106.04                       49.811713
                   106.3                       46.419595
                  106.56                       43.018434
                  106.82                       39.615443
                  107.08                          36.218
                  107.34                       32.833473
                   107.6                       29.469143
                  107.86                        26.13213
                  108.12                       22.829077
                  108.38                       19.566134
                  108.64                       16.349004
                   108.9                        13.18261
                  109.16                       10.071349
                  109.42                        7.018829
                  109.68                       4.0279708
                  109.94                       1.1010984
                   110.2                      -1.7601498
                  110.46                      -4.5547353
                  110.72                       -7.282112
                  110.98                      -9.9421977
                  111.24                      -12.535347
                   111.5                      -15.062245
                  111.76                      -17.523953
                  112.02                      -19.921704
                  112.28                      -22.256863
                  112.54                      -24.531069
                   112.8                      -26.746019
                  113.06                      -28.903511
                  113.32                      -31.005355
                  113.58                      -33.053375
                  113.84                      -35.049483
                   114.1                       -36.99543
                  114.36                      -38.893129
                  114.62                        -40.7443
                  114.88                      -42.550696
                  115.14                      -44.313978
                   115.4                      -46.035758
                  115.66                      -47.717679
                  115.92                      -49.361131
                  116.18                      -50.967647
                  116.44                      -52.538564
                   116.7                      -54.075163
                  116.96                      -55.578761
                  117.22                      -57.050503
                  117.48                      -58.491537
                  117.74                      -59.902983
                     118                      -61.285796
                  118.26                      -62.641014
                  118.52                      -63.969514
                  118.78                      -65.272193
                  119.04                      -66.549875
                   119.3                      -67.803352
                  119.56                      -69.033332
                  119.82                      -70.240609
                  120.08                      -71.425784
                  120.34                      -72.589484
                   120.6                      -73.732313
                  120.86                      -74.854866
                  121.12                      -75.957641
                  121.38                      -77.041129
                  121.64                      -78.105956
                   121.9                       -79.15234
                  122.16                      -80.180912
                  122.42                       -81.19189
                  122.68                      -82.185846
                  122.94                      -83.163027
                   123.2                      -84.123789
                  123.46                      -85.068431
                  123.72                      -85.997255
                  123.98                      -86.910588
                  124.24                      -87.808649
                   124.5                      -88.691656
                  124.76                      -89.559937
                  125.02                      -90.413574
                  125.28                      -91.252922
                  125.54                      -92.078009
                   125.8                      -92.889162
                  126.06                      -93.686409
                  126.32                      -94.469968
                  126.58                      -95.240004
                  126.84                      -95.996515
                   127.1                      -96.739804
                  127.36                      -97.469787
                  127.62                      -98.186711
                  127.88                      -98.890522
                  128.14                      -99.581354
               128.39999                      -100.25935
                  128.66                      -100.92444
                  128.92                       -101.5767
               129.17999                      -102.21622
                  129.44                      -102.84302
                   129.7                      -103.45702
               129.96001                      -104.05835
                  130.22                      -104.64695
                  130.48                      -105.22293
               130.74001                      -105.78606
                     131                      -106.33646
               131.25999                      -106.87414
                  131.52                      -107.39897
                  131.78                      -107.91096
               132.03999                      -108.40995
                   132.3                      -108.89604
                  132.56                      -109.36907
               132.81999                      -109.82904
                  133.08                      -110.27568
                  133.34                      -110.70915
               133.60001                      -111.12918
                  133.86                      -111.53572
                  134.12                      -111.92864
                  134.38                       -112.3078
                  134.64                      -112.67313
               134.89999                      -113.02442
                  135.16                      -113.36162
                  135.42                      -113.68449
               135.67999                      -113.99289
                  135.94                      -114.28664
                   136.2                      -114.56559
               136.46001                      -114.82962
                  136.72                      -115.07845
                  136.98                      -115.31194
               137.24001                      -115.52979
                   137.5                      -115.73197
               137.75999                      -115.91813
                  138.02                      -116.08812
                  138.28                      -116.24172
               138.53999                       -116.3787
                   138.8                       -116.4988
                  139.06                      -116.60191
               139.31999                      -116.68764
                  139.58                      -116.75589
                  139.84                      -116.80638
               140.10001                      -116.83889
                  140.36                      -116.85321
                  140.62                      -116.84911
                  140.88                      -116.82638
                  141.14                       -116.7848
               141.39999                       -116.7242
                  141.66                      -116.64437
                  141.92                      -116.54514
               142.17999                      -116.42635
                  142.44                      -116.28783
                   142.7                      -116.12943
               142.96001                      -115.95108
                  143.22                      -115.75262
                  143.48                      -115.53405
               143.74001                      -115.29527
                     144                      -115.03621
               144.25999                        -114.757
                  144.52                      -114.45762
                  144.78                      -114.13813
               145.03999                      -113.79864
                   145.3                      -113.43937
                  145.56                      -113.06043
               145.81999                      -112.66209
                  146.08                      -112.24463
                  146.34                      -111.80843
               146.60001                      -111.35381
                  146.86                      -110.88122
                  147.12                      -110.39114
                  147.38                      -109.88418
                  147.64                      -109.36087
               147.89999                      -108.82189
                  148.16                      -108.26793
                  148.42                      -107.69972
               148.67999                      -107.11817
                  148.94                        -106.524
                   149.2                      -105.91824
               149.46001                      -105.30172
                  149.72                      -104.67558
                  149.98                       -104.0407
               150.24001                      -103.39817
                   150.5                      -102.74914
               150.75999                      -102.09465
                  151.02                      -101.43589
                  151.28                      -100.77391
               151.53999                      -100.10985
                   151.8                       -99.44486
                  152.06                      -98.780091
               152.31999                      -98.116606
                  152.58                      -97.455471
                  152.84                      -96.797833
               153.10001                      -96.144622
                  153.36                      -95.496874
                  153.62                      -94.855519
                  153.88                       -94.22154
                  154.14                      -93.595677
               154.39999                      -92.978829
                  154.66                       -92.37168
                  154.92                      -91.774994
               155.17999                      -91.189374
                  155.44                      -90.615419
                   155.7                      -90.053677
               155.96001                      -89.504639
                  156.22                      -88.968688
                  156.48                      -88.446233
               156.74001                      -87.937548
                     157                      -87.442988
               157.25999                      -86.962689
                  157.52                      -86.496815
                  157.78                      -86.045586
               158.03999                         -85.609
                   158.3                      -85.187195
                  158.56                      -84.780143
               158.81999                      -84.387817
                  159.08                       -84.01019
                  159.34                      -83.647178
               159.60001                      -83.298675
                  159.86                      -82.964597
                  160.12                       -82.64478
                  160.38                      -82.339034
                  160.64                       -82.04722
               160.89999                      -81.769068
                  161.16                      -81.504494
                  161.42                       -81.25317
               161.67999                      -81.014961
                  161.94                      -80.789563
                   162.2                      -80.576708
               162.46001                      -80.376228
                  162.72                      -80.187825
                  162.98                      -80.011305
               163.24001                      -79.846287
                   163.5                      -79.692608
               163.75999                      -79.549993
                  164.02                      -79.418116
                  164.28                      -79.296813
               164.53999                      -79.185754
                   164.8                      -79.084721
                  165.06                      -78.993415
               165.31999                      -78.911617
                  165.58                      -78.839053
                  165.84                      -78.775505
               166.10001                        -78.7207
                  166.36                      -78.674445
                  166.62                      -78.636416
                  166.88                      -78.606444
                  167.14                      -78.584287
               167.39999                      -78.569726
                  167.66                      -78.562566
                  167.92                      -78.562566
               168.17999                      -78.569479
                  168.44                      -78.583167
                   168.7                      -78.603412
               168.96001                      -78.630021
                  169.22                      -78.662806
                  169.48                      -78.701602
               169.74001                       -78.74619
                     170                      -78.796405
               170.25999                      -78.852113
                  170.52                      -78.913147
                  170.78                      -78.979319
               171.03999                      -79.050488
                   171.3                      -79.126495
                  171.56                      -79.207255
               171.81999                      -79.292523
                  172.08                      -79.382271
                  172.34                      -79.476282
               172.60001                      -79.574501
                  172.86                      -79.676762
                  173.12                      -79.782931
                  173.38                      -79.892924
                  173.64                      -80.006633
               173.89999                      -80.123893
                  174.16                      -80.244652
                  174.42                      -80.368797
               174.67999                      -80.496221
                  174.94                      -80.626814
                   175.2                      -80.760468
               175.46001                      -80.897098
                  175.72                      -81.036625
                  175.98                      -81.178994
               176.24001                       -81.32404
                   176.5                      -81.471709
               176.75999                      -81.621946
                  177.02                      -81.774668
                  177.28                      -81.929742
               177.53999                      -82.087163
                   177.8                      -82.246826
                  178.06                       -82.40862
               178.31999                      -82.572544
                  178.58                       -82.73849
                  178.84                      -82.906403
               179.10001                      -83.076229
                  179.36                      -83.247858
                  179.62                      -83.421318
                  179.88                      -83.596471
                  180.14                      -83.773291
               180.39999                      -83.951696
                  180.66                      -84.131685
                  180.92                      -84.313204
               181.17999                      -84.496117
                  181.44                      -84.680504
                   181.7                       -84.86623
               181.96001                      -85.053323
                  182.22                      -85.241645
                  182.48                      -85.431224
               182.74001                      -85.621977
                     183                      -85.813933
               183.25999                      -86.006981
                  183.52                       -86.20115
                  183.78                       -86.39633
               184.03999                      -86.592547
                   184.3                      -86.789721
                  184.56                      -86.987878
               184.81999                      -87.186938
                  185.08                      -87.386898
                  185.34                      -87.587706
               185.60001                      -87.789333
                  185.86                      -87.991725
                  186.12                       -88.19491
                  186.38                      -88.398832
                  186.64                      -88.603437
               186.89999                      -88.808725
                  187.16                      -89.014642
                  187.42                      -89.221187
               187.67999                      -89.428278
                  187.94                      -89.635943
                   188.2                      -89.844154
               188.46001                       -90.05283
                  188.72                      -90.261998
                  188.98                      -90.471576
               189.24001                      -90.681536
                   189.5                      -90.891933
               189.75999                      -91.102685
                  190.02                      -91.313738
                  190.28                      -91.525064
               190.53999                      -91.736718
                   190.8                       -91.94859
                  191.06                      -92.160681
               191.31999                      -92.372964
                  191.58                      -92.585355
                  191.84                      -92.797993
               192.10001                      -93.010658
                  192.36                      -93.223431
                  192.62                       -93.43626
                  192.88                      -93.649143
                  193.14                      -93.861972
               193.39999                      -94.074801
                  193.66                      -94.287575
                  193.92                      -94.500212
               194.17999                       -94.71285
                  194.44                      -94.925269
                   194.7                      -95.137551
               194.96001                      -95.349588
                  195.22                      -95.561378
                  195.48                      -95.772922
               195.74001                      -95.984112
                     196                      -96.194919
               196.25999                      -96.405371
                  196.52                      -96.615386
                  196.78                      -96.824854
               197.03999                      -97.033857
                   197.3                      -97.242287
                  197.56                      -97.450035
               197.81999                       -97.65707
                  198.08                       -97.86337
                  198.34                      -98.068877
               198.60001                      -98.273455
                  198.86                      -98.477213
                  199.12                      -98.679824
                  199.38                       -98.88145
                  199.64                      -99.081876
               199.89999                      -99.281044
                  200.16                      -99.478901
                  200.42                      -99.675337
               200.67999                      -99.870354
                  200.94                      -100.06367
                   201.2                      -100.25541
               201.46001                      -100.44535
                  201.72                      -100.63331
                  201.98                      -100.81942
               202.24001                       -101.0034
                   202.5                      -101.18514
               202.75999                      -101.36453
                  203.02                      -101.54145
                  203.28                      -101.71582
               203.53999                       -101.8875
                   203.8                      -102.05629
                  204.06                      -102.22207
               204.31999                      -102.38468
                  204.58                      -102.54402
                  204.84                      -102.69991
               205.10001                      -102.85214
                  205.36                      -103.00066
                  205.62                      -103.14513
                  205.88                       -103.2855
                  206.14                      -103.42151
               206.39999                      -103.55297
                  206.66                      -103.67963
                  206.92                      -103.80143
               207.17999                      -103.91809
                  207.44                      -104.02934
                   207.7                      -104.13501
               207.96001                      -104.23495
                  208.22                      -104.32883
                  208.48                      -104.41647
               208.74001                      -104.49767
                     209                      -104.57209
               209.25999                      -104.63963
                  209.52                      -104.70006
                  209.78                      -104.75306
               210.03999                      -104.79847
                   210.3                      -104.83617
                  210.56                      -104.86579
               210.81999                      -104.88732
                  211.08                      -104.90043
                  211.34                      -104.90508
               211.60001                      -104.90109
                  211.86                      -104.88825
                  212.12                      -104.86655
                  212.38                      -104.83596
                  212.64                      -104.79634
               212.89999                       -104.7476
                  213.16                      -104.68995
                  213.42                      -104.62324
               213.67999                      -104.54761
                  213.94                      -104.46314
                   214.2                      -104.37003
               214.46001                      -104.26839
                  214.72                      -104.15846
                  214.98                      -104.04054
               215.24001                      -103.91492
                   215.5                      -103.78187
               215.75999                      -103.64182
                  216.02                      -103.49522
                  216.28                      -103.34244
               216.53999                      -103.18398
                   216.8                      -103.02044
                  217.06                      -102.85225
               217.31999                      -102.68008
                  217.58                      -102.50451
                  217.84                      -102.32605
               218.10001                      -102.14546
                  218.36                      -101.96334
                  218.62                      -101.78035
                  218.88                      -101.59713
                  219.14                      -101.41436
               219.39999                      -101.23262
                  219.66                      -101.05258
                  219.92                      -100.87483
               220.17999                      -100.70003
                  220.44                      -100.52867
                   220.7                      -100.36142
               220.96001                      -100.19858
                  221.22                      -100.04089
                  221.48                      -99.888604
               221.74001                      -99.742219
                     222                      -99.602063
               222.25999                      -99.468519
                  222.52                      -99.341805
                  222.78                      -99.222251
               223.03999                      -99.110016
                   223.3                      -99.005269
                  223.56                      -98.908117
               223.81999                      -98.818723
                  224.08                      -98.737033
                  224.34                      -98.663213
               224.60001                      -98.597097
                  224.86                      -98.538685
                  225.12                      -98.487868
                  225.38                      -98.444646
                  225.64                      -98.408802
               225.89999                      -98.380224
                  226.16                      -98.358723
                  226.42                      -98.344106
               226.67999                      -98.336183
                  226.94                      -98.334708
                   227.2                      -98.339517
               227.46001                      -98.350308
                  227.72                      -98.366892
                  227.98                      -98.388967
               228.24001                      -98.416288
                   228.5                      -98.448636
               228.75999                      -98.485737
                  229.02                      -98.527375
                  229.28                      -98.573218
               229.53999                      -98.623051
                   229.8                      -98.676709
                  230.06                      -98.733865
               230.31999                      -98.794353
                  230.58                        -98.8579
                  230.84                      -98.924235
               231.10001                      -98.993248
                  231.36                      -99.064609
                  231.62                      -99.138321
                  231.88                      -99.213945
                  232.14                      -99.291482
               232.39999                      -99.370711
                  232.66                      -99.451362
                  232.92                      -99.533378
               233.17999                      -99.616598
                  233.44                        -99.7008
                   233.7                      -99.785878
               233.96001                      -99.871774
                  234.22                      -99.958217
                  234.48                      -100.04515
               234.74001                      -100.13241
                     235                      -100.21995
               235.25999                      -100.30765
                  235.52                      -100.39535
                  235.78                      -100.48299
               236.03999                      -100.57042
                   236.3                      -100.65757
                  236.56                      -100.74445
               236.81999                      -100.83079
                  237.08                      -100.91668
                  237.34                      -101.00198
               237.60001                      -101.08656
                  237.86                      -101.17038
                  238.12                      -101.25349
                  238.38                      -101.33562
                  238.64                      -101.41693
               238.89999                      -101.49714
                  239.16                      -101.57637
                  239.42                      -101.65456
               239.67999                      -101.73155
                  239.94                      -101.80739
                   240.2                      -101.88203
               240.46001                      -101.95542
                  240.72                      -102.02755
                  240.98                      -102.09836
               241.24001                      -102.16781
                   241.5                      -102.23595
               241.75999                      -102.30272
                  242.02                      -102.36802
                  242.28                        -102.432
               242.53999                      -102.49446
                   242.8                      -102.55555
                  243.06                      -102.61521
               243.31999                      -102.67335
                  243.58                      -102.73007
                  243.84                      -102.78531
               244.10001                      -102.83908
                  244.36                      -102.89137
                  244.62                      -102.94219
                  244.88                      -102.99153
                  245.14                      -103.03934
               245.39999                      -103.08573
                  245.66                      -103.13059
                  245.92                      -103.17403
               246.17999                      -103.21594
                  246.44                      -103.25643
                   246.7                      -103.29539
               246.96001                      -103.33288
                  247.22                      -103.36889
                  247.48                      -103.40342
               247.74001                      -103.43648
                     248                      -103.46811
               248.25999                      -103.49828
                  248.52                      -103.52696
                  248.78                      -103.55417
               249.03999                      -103.58002
                   249.3                      -103.60439
                  249.56                      -103.62728
               249.81999                      -103.64876
                  250.08                      -103.66887
                  250.34                      -103.68755
               250.60001                      -103.70482
                  250.86                      -103.72067
                  251.12                       -103.7352
                  251.38                      -103.74837
                  251.64                      -103.76017
               251.89999                      -103.77061
                  252.16                      -103.77979
                  252.42                       -103.7876
               252.67999                      -103.79421
                  252.94                      -103.79952
                   253.2                      -103.80361
               253.46001                       -103.8064
                  253.72                      -103.80804
                  253.98                      -103.80848
               254.24001                      -103.80777
                   254.5                      -103.80585
               254.75999                      -103.80285
                  255.02                      -103.79875
                  255.28                       -103.7935
               255.53999                      -103.78722
                   255.8                       -103.7799
                  256.06                      -103.77154
               256.32001                      -103.76219
               256.57999                      -103.75181
                  256.84                      -103.74045
               257.10001                      -103.72815
               257.35999                      -103.71488
                  257.62                      -103.70067
                  257.88                      -103.68559
               258.13998                      -103.66958
               258.39999                      -103.65269
                  258.66                      -103.63494
               258.92001                       -103.6163
               259.17999                      -103.59685
                  259.44                      -103.57658
               259.70001                      -103.55543
               259.95999                      -103.53357
                  260.22                       -103.5109
               260.48001                      -103.48751
               260.73999                      -103.46336
                     261                      -103.43844
               261.26001                      -103.41282
               261.51999                      -103.38659
                  261.78                      -103.35954
               262.04001                      -103.33195
               262.29999                      -103.30364
                  262.56                      -103.27468
               262.82001                      -103.24523
               263.07999                      -103.21512
                  263.34                      -103.18447
               263.60001                      -103.15322
               263.85999                      -103.12158
                  264.12                      -103.08934
                  264.38                      -103.05661
               264.63998                      -103.02355
               264.89999                      -102.98995
                  265.16                       -102.9559
               265.42001                      -102.92148
               265.67999                      -102.88667
                  265.94                      -102.85159
               266.20001                      -102.81608
               266.45999                      -102.78029
                  266.72                      -102.74417
               266.98001                      -102.70778
               267.23999                      -102.67106
                   267.5                      -102.63412
               267.76001                      -102.59691
               268.01999                      -102.55954
                  268.28                      -102.52183
               268.54001                      -102.48397
               268.79999                      -102.44588
                  269.06                      -102.40769
               269.32001                      -102.36922
               269.57999                      -102.33064
                  269.84                      -102.29196
               270.10001                      -102.25316
               270.35999                      -102.21409
                  270.62                      -102.17502
                  270.88                      -102.13579
               271.13998                      -102.09645
               271.39999                      -102.05711
                  271.66                      -102.01766
               271.92001                      -101.97809
               272.17999                      -101.93859
                  272.44                      -101.89903
               272.70001                      -101.85936
               272.95999                       -101.8198
                  273.22                      -101.78018
               273.48001                      -101.74062
               273.73999                      -101.70106
                     274                      -101.66167
               274.26001                      -101.62227
               274.51999                      -101.58298
                  274.78                       -101.5438
               275.04001                      -101.50474
               275.29999                      -101.46578
                  275.56                      -101.42703
               275.82001                       -101.3884
               276.07999                      -101.34994
                  276.34                      -101.31174
               276.60001                      -101.27366
               276.85999                      -101.23579
                  277.12                       -101.1982
                  277.38                      -101.16088
               277.63998                      -101.12377
               277.89999                      -101.08689
                  278.16                      -101.05034
               278.42001                        -101.014
               278.67999                      -100.97799
                  278.94                      -100.94226
               279.20001                      -100.90679
               279.45999                       -100.8716
                  279.72                      -100.83674
               279.98001                      -100.80221
               280.23999                      -100.76806
                   280.5                      -100.73413
               280.76001                      -100.70058
               281.01999                      -100.66735
                  281.28                      -100.63446
               281.54001                      -100.60189
               281.79999                      -100.56971
                  282.06                      -100.53785
               282.32001                      -100.50644
               282.57999                      -100.47529
                  282.84                      -100.44464
               283.10001                      -100.41425
               283.35999                      -100.38437
                  283.62                       -100.3548
                  283.88                      -100.32574
               284.13998                      -100.29705
               284.39999                       -100.2688
                  284.66                      -100.24099
               284.92001                      -100.21367
               285.17999                      -100.18678
                  285.44                      -100.16034
               285.70001                      -100.13444
               285.95999                      -100.10897
                  286.22                      -100.08406
               286.48001                      -100.05963
               286.73999                       -100.0357
                     287                      -100.01231
               287.26001                      -99.989472
               287.51999                      -99.967123
                  287.78                      -99.945321
               288.04001                      -99.924121
               288.29999                      -99.903467
                  288.56                      -99.883303
               288.82001                      -99.863687
               289.07999                      -99.844672
                  289.34                      -99.826258
               289.60001                      -99.808335
               289.85999                      -99.790959
                  290.12                      -99.774185
                  290.38                      -99.757901
               290.63998                      -99.742218
               290.89999                      -99.727084
                  291.16                      -99.712494
               291.42001                      -99.698451
               291.67999                      -99.684954
                  291.94                      -99.672005
               292.20001                      -99.659656
               292.45999                      -99.647798
                  292.72                      -99.636542
               292.98001                      -99.625778
               293.23999                      -99.615614
                   293.5                      -99.605943
               293.76001                      -99.596873
               294.01999                      -99.588404
                  294.28                      -99.580425
               294.54001                      -99.573049
               294.79999                      -99.566219
                  295.06                      -99.559935
               295.32001                      -99.554253
               295.57999                       -99.54917
                  295.84                      -99.544636
               296.10001                      -99.540756
               296.35999                      -99.537367
                  296.62                      -99.534636
                  296.88                      -99.532505
               297.13998                      -99.530976
               297.39999                      -99.530046
                  297.66                      -99.529663
               297.92001                      -99.529937
               298.17999                       -99.53081
                  298.44                      -99.532231
               298.70001                      -99.534307
               298.95999                      -99.536931
                  299.22                      -99.540209
               299.48001                      -99.544033
               299.73999                      -99.548405
                     300                      -99.553432

