        Frequency / MHz                S1,1/arg,degrees
                  198.34                      -15.082592
               198.60001                      -19.123224
                  198.86                      -22.934358
                  199.12                      -26.535673
                  199.38                       -29.94552
                  199.64                      -33.179207
               199.89999                      -36.249402
                  200.16                      -39.168354
                  200.42                      -41.945233
               200.67999                      -44.589667
                  200.94                      -47.109515
                   201.2                      -49.513521
               201.46001                      -51.808027
                  201.72                      -54.000682
                  201.98                      -56.097387
               202.24001                      -58.103604
                   202.5                      -60.023489
               202.75999                      -61.861192
                  203.02                      -63.618901
                  203.28                      -65.299454
               203.53999                       -66.90526
                   203.8                      -68.438282
                  204.06                      -69.901363
               204.31999                      -71.298438
                  204.58                      -72.633439
                  204.84                      -73.912707
               205.10001                      -75.141266
                  205.36                      -76.325895
                  205.62                      -77.473366
                  205.88                      -78.590021
                  206.14                      -79.682632
               206.39999                      -80.756884
                  206.66                      -81.819114
                  206.92                       -82.87457
               207.17999                       -83.92937
                  207.44                      -84.989197
                   207.7                      -86.060389
               207.96001                      -87.147974
                  208.22                      -88.258289
                  208.48                      -89.397018
               208.74001                      -90.568751
                     209                      -91.778296
               209.25999                      -93.029149
                  209.52                      -94.323716
                  209.78                      -95.665056
               210.03999                      -97.054698
                   210.3                      -98.494175
                  210.56                      -99.984577
               210.81999                      -101.52787
                  211.08                      -103.12515
                  211.34                       -104.7786
               211.60001                      -106.48998
                  211.86                      -108.26145
                  212.12                      -110.09544
                  212.38                      -111.99413
                  212.64                      -113.95991
               212.89999                      -115.99541
                  213.16                      -118.10327
                  213.42                      -120.28652
               213.67999                       -122.5489
                  213.94                      -124.89411
                   214.2                      -127.32675
               214.46001                      -129.85207
                  214.72                       -132.4766
                  214.98                       -135.2065
               215.24001                      -138.05004
                   215.5                      -141.01511
               215.75999                      -144.11088
                  216.02                      -147.34719
                  216.28                      -150.73518
               216.53999                      -154.28688
                   216.8                       -158.0154
                  217.06                      -161.93516
               217.31999                      -166.06234
                  217.58                      -170.41399
                  217.84                      -175.00934
               218.10001                      -179.86806
                  218.36                       174.98776
                  218.62                       169.53585
                  218.88                       163.75303
                  219.14                       157.61548
               219.39999                       151.10112
                  219.66                       144.18962
                  219.92                       136.86635
               220.17999                       129.12496
                  220.44                       120.97179
                   220.7                        112.4311
               220.96001                       103.55011
                  221.22                       94.401367
                  221.48                        85.08193
               221.74001                        75.70785
                     222                       66.402618
               222.25999                       57.285574
                  222.52                       48.459876
                  222.78                        40.00443
               223.03999                        31.97038
                   223.3                       24.385045
                  223.56                       17.253453
               223.81999                       10.566205
                  224.08                       4.3027576
