        Frequency / MHz                S1,1/abs,dB
                  205.62                      -6.7176587
                  205.88                      -6.8066175
                  206.14                        -6.91965
               206.39999                      -7.0638921
                  206.66                      -7.2214737
                  206.92                      -7.3571376
               207.17999                      -7.4416864
                  207.44                      -7.4765473
                   207.7                       -7.497057
               207.96001                      -7.5482771
                  208.22                      -7.6505273
                  208.48                      -7.7756202
               208.74001                      -7.8498008
                     209                      -7.7962563
               209.25999                      -7.6012416
                  209.52                      -7.3424543
                  209.78                       -7.148561
               210.03999                      -7.1390997
                   210.3                      -7.3912439
                  210.56                      -7.9265757
               210.82001                      -8.6914529
                  211.08                      -9.5206777
                  211.34                      -10.134711
               211.60001                      -10.294376
                  211.86                      -10.035112
                  212.12                       -9.614192
                  212.38                      -9.2584747
                  212.64                      -9.0569055
               212.89999                      -8.9847938
                  213.16                      -8.9562499
                  213.42                      -8.8831912
               213.67999                      -8.7300917
                  213.94                      -8.5285775
                   214.2                      -8.3410776
               214.46001                      -8.2127011
                  214.72                      -8.1472863
                  214.98                      -8.1121744
               215.24001                      -8.0629074
                   215.5                      -7.9739597
               215.75999                      -7.8549074
                  216.02                      -7.7399063
                  216.28                      -7.6616952
               216.53999                      -7.6310702
                   216.8                      -7.6327829
                  217.06                      -7.6374353
               217.32001                      -7.6219669
                  217.58                      -7.5855347
                  217.84                      -7.5489868
               218.10001                      -7.5392213
                  218.36                      -7.5712865
                  218.62                      -7.6398156
                  218.88                      -7.7235769
                  219.14                      -7.8001636
               219.39999                      -7.8618202
                  219.66                      -7.9210492
                  219.92                      -8.0016993
               220.17999                      -8.1228162
                  220.44                      -8.2866012
                   220.7                      -8.4773288
               220.96001                      -8.6718126
                  221.22                      -8.8557075
                  221.48                      -9.0345603
               221.74001                       -9.230631
                     222                      -9.4676744
               222.25999                      -9.7546933
                  222.52                      -10.078851
                  222.78                      -10.412124
               223.03999                      -10.729478
                   223.3                      -11.027257
                  223.56                      -11.326314
               223.82001                      -11.655345
                  224.08                       -12.02634
                  224.34                      -12.418825
               224.60001                      -12.784541
                  224.86                      -13.075196
                  225.12                      -13.276602
                  225.38                      -13.416487
                  225.64                      -13.534401
               225.89999                      -13.641206
                  226.16                      -13.702536
                  226.42                      -13.661815
               226.67999                      -13.490338
                  226.94                      -13.218969
                   227.2                      -12.916542
               227.46001                      -12.639573
                  227.72                      -12.399138
                  227.98                      -12.162155
               228.24001                      -11.882099
                   228.5                      -11.540457
               228.75999                      -11.166863
                  229.02                      -10.820452
                  229.28                      -10.551817
               229.53999                      -10.373971
                   229.8                       -10.25305
                  230.06                      -10.120551
               230.32001                      -9.9084685
                  230.58                      -9.5927307
                  230.84                      -9.2094456
               231.10001                      -8.8282846
                  231.36                      -8.5110236
                  231.62                      -8.2862204
                  231.88                      -8.1449612
                  232.14                      -8.0505982
               232.39999                      -7.9573756
                  232.66                      -7.8321875
                  232.92                      -7.6684027
               233.17999                      -7.4827537
                  233.44                      -7.2992583
                   233.7                      -7.1333934
               233.96001                       -6.985841
                  234.22                      -6.8464432
                  234.48                      -6.7035564
               234.74001                      -6.5522312
                     235                      -6.3963239
               235.25999                      -6.2442829
                  235.52                      -6.1027398
                  235.78                      -5.9726085
               236.03999                      -5.8497163
                   236.3                      -5.7286809
                  236.56                      -5.6069533
               236.82001                      -5.4862207
                  237.08                      -5.3706024
                  237.34                      -5.2633515
               237.60001                      -5.1646253
                  237.86                      -5.0717094
                  238.12                      -4.9812463
                  238.38                      -4.8916844
                  238.64                      -4.8041613
               238.89999                      -4.7213415
                  239.16                      -4.6452277
                  239.42                      -4.5756314
               239.67999                      -4.5103513
                  239.94                      -4.4468146
                   240.2                      -4.3839068
               240.46001                      -4.3226452
                  240.72                      -4.2652443
                  240.98                      -4.2133421
               241.24001                      -4.1667144
                   241.5                       -4.123407
               241.75999                      -4.0811212
                  242.02                      -4.0388458
                  242.28                      -3.9975114
               242.53999                      -3.9592118
                   242.8                      -3.9255912
                  243.06                      -3.8965805
               243.32001                      -3.8704009
                  243.58                      -3.8448059
                  243.84                      -3.8186699
               244.10001                      -3.7927566
                  244.36                      -3.7691202
                  244.62                      -3.7495659
                  244.88                      -3.7343085
                  245.14                      -3.7217725
               245.39999                      -3.7096836
                  245.66                      -3.6966784
                  245.92                      -3.6832568
               246.17999                      -3.6714057
                  246.44                      -3.6631445
                   246.7                      -3.6590511
               246.96001                      -3.6578161
                  247.22                      -3.6571415
                  247.48                      -3.6553601
               247.74001                      -3.6526133
                     248                       -3.650751
               248.25999                      -3.6519899
                  248.52                      -3.6573243
                  248.78                      -3.6657898
               249.03999                      -3.6751143
                   249.3                      -3.6833215
                  249.56                      -3.6901312
               249.82001                      -3.6971703
                  250.08                      -3.7068139
                  250.34                      -3.7204951
               250.60001                      -3.7376661
                  250.86                      -3.7561591
                  251.12                      -3.7736952
                  251.38                      -3.7894995
                  251.64                      -3.8048599
               251.89999                      -3.8222112
                  252.16                      -3.8433949
                  252.42                      -3.8683292
               252.67999                      -3.8950272
                  252.94                      -3.9209569
                   253.2                      -3.9448223
               253.46001                      -3.9674844
                  253.72                      -3.9913483
                  253.98                      -4.0186379
               254.24001                      -4.0497919
                   254.5                      -4.0831009
               254.75999                      -4.1158563
                  255.02                      -4.1462369
                  255.28                      -4.1745846
               255.53999                      -4.2031563
                   255.8                      -4.2344919
                  256.06                      -4.2695784
               256.32001                      -4.3070854
               256.57999                      -4.3442475
                  256.84                      -4.3787806
               257.10001                      -4.4105046
               257.35999                      -4.4414831
                  257.62                      -4.4745699
                  257.88                      -4.5113789
               258.14001                      -4.5511266
               258.39999                      -4.5911615
                  258.66                       -4.628837
               258.92001                      -4.6634208
               259.17999                      -4.6966751
                  259.44                      -4.7316309
               259.70001                      -4.7704661
               259.95999                      -4.8129341
                  260.22                      -4.8564941
               260.48001                      -4.8980601
               260.73999                      -4.9361644
                     261                      -4.9720012
               261.26001                       -5.008568
               261.51999                      -5.0485131
                  261.78                      -5.0922182
               262.04001                      -5.1374741
               262.29999                      -5.1810114
                  262.56                      -5.2208309
               262.82001                      -5.2577015
               263.07999                      -5.2946964
                  263.34                      -5.3350996
               263.60001                      -5.3801564
               263.85999                      -5.4282677
                  264.12                      -5.4761945
                  264.38                      -5.5214718
               264.64001                      -5.5643386
               264.89999                      -5.6077619
                  265.16                      -5.6555295
               265.42001                      -5.7097377
               265.67999                      -5.7694603
                  265.94                      -5.8315218
               266.20001                      -5.8928821
               266.45999                      -5.9529752
                  266.72                      -6.0143179
               266.98001                      -6.0808889
               267.23999                      -6.1554161
                   267.5                      -6.2374639
               267.76001                      -6.3236655
               268.01999                      -6.4099818
                  268.28                      -6.4944834
               268.54001                       -6.578633
               268.79999                      -6.6661144
                  269.06                      -6.7599837
               269.32001                      -6.8601806
               269.57999                      -6.9631936
                  269.84                      -7.0642189
               270.10001                      -7.1604195
               270.35999                      -7.2529747
                  270.62                      -7.3463687
                  270.88                      -7.4453731
               271.14001                      -7.5518913
               271.39999                      -7.6638823
                  271.66                      -7.7771315
               271.92001                      -7.8886425
               272.17999                      -7.9990853
                  272.44                      -8.1122692
               272.70001                      -8.2317041
               272.95999                      -8.3565124
                  273.22                      -8.4795694
               273.48001                      -8.5894825
               273.73999                      -8.6756191
                     274                      -8.7330627
               274.26001                      -8.7640808
               274.51999                      -8.7751694
                  274.78                      -8.7722113
               275.04001                      -8.7574713
               275.29999                      -8.7303696
                  275.56                      -8.6909445
               275.82001                       -8.642881
               276.07999                      -8.5934894
                  276.34                      -8.5505103
               276.60001                       -8.518114
               276.85999                      -8.4949787
                  277.12                      -8.4758073
                  277.38                      -8.4553399
               277.64001                      -8.4321768
               277.89999                      -8.4096992
                  278.16                      -8.3934763
               278.42001                      -8.3871018
               278.67999                      -8.3894408
                  278.94                       -8.395208
               279.20001                         -8.3985
               279.45999                      -8.3968537
                  279.72                      -8.3928854
               279.98001                      -8.3922702
               280.23999                      -8.3995332
                   280.5                      -8.4147029
               280.76001                      -8.4331399
               281.01999                      -8.4487028
                  281.28                      -8.4580746
               281.54001                      -8.4631389
               281.79999                      -8.4695918
                  282.06                      -8.4828139
               282.32001                      -8.5039995
               282.57999                      -8.5292616
                  282.84                      -8.5523546
               283.10001                      -8.5691672
               283.35999                      -8.5807662
                  283.62                      -8.5926933
                  283.88                      -8.6110184
               284.14001                      -8.6380444
               284.39999                      -8.6707106
                  284.66                      -8.7028013
               284.92001                      -8.7294958
               285.17999                      -8.7509858
                  285.44                      -8.7724718
               285.70001                      -8.8004916
               285.95999                      -8.8383002
                  286.22                      -8.8836262
               286.48001                      -8.9303725
               286.73999                      -8.9731296
                     287                      -9.0112738
               287.26001                      -9.0495562
               287.51999                      -9.0946624
                  287.78                      -9.1503543
               288.04001                      -9.2147538
               288.29999                      -9.2817742
                  288.56                      -9.3457397
               288.82001                       -9.405794
               289.07999                      -9.4666109
                  289.34                       -9.534715
               289.60001                      -9.6134616
               289.85999                      -9.7010084
                  290.12                      -9.7937568
                  290.38                      -9.8937055
               290.64001                      -10.014521
               290.89999                      -10.181085
                  291.16                      -10.421522
               291.42001                       -10.75519
               291.67999                      -11.181161
                  291.94                      -11.671054
               292.20001                      -12.171119
               292.45999                      -12.619423
                  292.72                      -12.975676
