        Frequency / MHz                S1,1/abs,dB
                  261.78                      -5.2652768
               262.04001                      -5.4569822
               262.29999                      -5.6642178
                  262.56                      -5.8890434
               262.82001                      -6.1328701
               263.07999                      -6.3962909
                  263.34                       -6.678991
               263.60001                      -6.9797521
               263.85999                       -7.296559
                  264.12                      -7.6268199
                  264.38                      -7.9677003
               264.64001                      -8.3165296
               264.89999                      -8.6712566
                  265.16                      -9.0308525
               265.42001                      -9.3956056
               265.67999                      -9.7672155
                  265.94                      -10.148663
               266.20001                      -10.543852
               266.45999                      -10.957083
                  266.72                      -11.392414
               266.98001                      -11.852999
               267.23999                      -12.340453
                   267.5                      -12.854323
               267.76001                      -13.391728
               268.01999                      -13.947308
                  268.28                      -14.513602
               268.54001                      -15.082044
               268.79999                      -15.644597
                  269.06                      -16.195882
               269.32001                      -16.735293
               269.57999                      -17.268459
                  269.84                      -17.807488
               270.10001                      -18.369877
               270.35999                      -18.976367
                  270.62                      -19.648115
                  270.88                      -20.403098
               271.14001                      -21.250759
               271.39999                       -22.18247
                  271.66                      -23.154239
               271.92001                      -24.061111
               272.17999                      -24.722654
                  272.44                      -24.936916
               272.70001                      -24.622653
               272.95999                      -23.894139
                  273.22                      -22.954138
               273.48001                      -21.963751
               273.73999                      -21.008806
                     274                      -20.120833
               274.26001                       -19.30224
               274.51999                      -18.542594
                  274.78                      -17.827777
               275.04001                      -17.145062
               275.29999                      -16.485781
                  275.56                       -15.84635
               275.82001                      -15.227981
               276.07999                      -14.635551
                  276.34                      -14.076063
               276.60001                       -13.55718
               276.85999                      -13.086068
                  277.12                      -12.668648
                  277.38                      -12.309189
               277.64001                      -12.010137
               277.89999                      -11.772067
                  278.16                      -11.593659
               278.42001                      -11.471665
               278.67999                      -11.400831
                  278.94                      -11.373793
               279.20001                      -11.380998
               279.45999                      -11.410705
                  279.72                      -11.449223
               279.98001                      -11.481449
               280.23999                      -11.491843
                   280.5                      -11.465784
               280.76001                      -11.391129
               281.01999                      -11.259603
                  281.28                      -11.067636
               281.54001                      -10.816409
               281.79999                      -10.511136
                  282.06                      -10.159886
               282.32001                      -9.7723271
               282.57999                      -9.3586701
                  282.84                       -8.928921
               283.10001                      -8.4924499
               283.35999                      -8.0577489
                  283.62                      -7.6323196
                  283.88                       -7.222612
               284.14001                      -6.8339739
               284.39999                      -6.4706147
                  284.66                       -6.135569
               284.92001                      -5.8306725
               285.17999                      -5.5565472
                  285.44                      -5.3126174
               285.70001                      -5.0971531
               285.95999                      -4.9073645
                  286.22                      -4.7395618
               286.48001                      -4.5893847
               286.73999                      -4.4521335
                     287                      -4.3231579
               287.26001                      -4.1982982
               287.51999                      -4.0743054
                  287.78                      -3.9491794
               288.04001                      -3.8223377
               288.29999                      -3.6946031
                  288.56                      -3.5679774
               288.82001                      -3.4452657
               289.07999                      -3.3296096
                  289.34                      -3.2240079
               289.60001                      -3.1308943
               289.85999                      -3.0517965
                  290.12                      -2.9871356
                  290.38                      -2.9361374
               290.64001                      -2.8968943
               290.89999                       -2.866555
                  291.16                      -2.8416446
               291.42001                      -2.8185005
               291.67999                      -2.7937577
                  291.94                      -2.7648424
               292.20001                      -2.7303516
               292.45999                      -2.6902804
                  292.72                      -2.6460029
               292.98001                      -2.6000434
               293.23999                      -2.5556541
                   293.5                      -2.5162948
               293.76001                      -2.4851043
               294.01999                      -2.4644169
                  294.28                      -2.4553899
               294.54001                      -2.4577782
               294.79999                       -2.469854
                  295.06                      -2.4885069
               295.32001                      -2.5095236
               295.57999                      -2.5280502
                  295.84                      -2.5391956
               296.10001                      -2.5387134
               296.35999                      -2.5236369
                  296.62                      -2.4927354
                  296.88                      -2.4466821
               297.14001                      -2.3878868
               297.39999                      -2.3200386
                  297.66                      -2.2474687
               297.92001                      -2.1744715
               298.17999                      -2.1047025
                  298.44                      -2.0407425
               298.70001                      -1.9838523
               298.95999                      -1.9339407
                  299.22                      -1.8897187
               299.48001                       -1.849015
               299.73999                      -1.8092297
                     300                      -1.7678364

