        Frequency / MHz                Port 1 [1] (13)/abs,linear
                  203.54                       199.92695
                   203.8                       204.53066
                  204.06                       208.97262
                  204.32                       213.21354
                  204.58                         217.214
                  204.84                       220.93501
                   205.1                        224.3386
                  205.36                       227.38884
                  205.62                       230.05301
                  205.88                       232.30299
                  206.14                       234.11654
                   206.4                       235.47828
                  206.66                       236.38022
                  206.92                       236.82173
                  207.18                       236.80916
                  207.44                       236.35516
                   207.7                       235.47789
                  207.96                        234.2002
                  208.22                       232.54877
                  208.48                       230.55323
                  208.74                       228.24507
                     209                        225.6565
                  209.26                       222.81919
                  209.52                       219.76326
                  209.78                       216.51642
                  210.04                       213.10349
                   210.3                        209.5463
                  210.56                       205.86389
                  210.82                       202.07279
                  211.08                       198.18739
                  211.34                       194.22021
                   211.6                       190.18219
                  211.86                       186.08283
                  212.12                       181.93043
                  212.38                       177.73245
                  212.64                       173.49588
                   212.9                       169.22766
                  213.16                       164.93509
                  213.42                       160.62611
                  213.68                       156.30942
                  213.94                       151.99452
                   214.2                       147.69166
                  214.46                       143.41179
                  214.72                       139.16663
                  214.98                       134.96884
                  215.24                       130.83229
                   215.5                       126.77234
                  215.76                       122.80616
                  216.02                       118.95295
                  216.28                       115.23413
                  216.54                       111.67335
                   216.8                        108.2966
                  217.06                       105.13224
                  217.32                       102.21094
                  217.58                       99.565617
                  217.84                       97.231146
                   218.1                       95.243746
                  218.36                       93.640033
                  218.62                       92.455673
                  218.88                       91.723768
                  219.14                       91.473146
                   219.4                       91.726813
                  219.66                       92.500812
                  219.92                       93.803663
                  220.18                       95.636438
                  220.44                        97.99341
                   220.7                       100.86313
                  220.96                       104.22972
                  221.22                       108.07427
                  221.48                       112.37612
                  221.74                       117.11403
                     222                        122.2671
                  222.26                        127.8155
                  222.52                       133.74089
                  222.78                       140.02654
                  223.04                       146.65727
                   223.3                       153.61906
                  223.56                       160.89861
                  223.82                       168.48275
                  224.08                       176.35782
                  224.34                       184.50906
                   224.6                       192.92005
                  224.86                       201.57211
                  225.12                       210.44364
                  225.38                       219.50942
                  225.64                       228.73977
                   225.9                       238.09975
                  226.16                       247.54828
                  226.42                       257.03747
                  226.68                        266.5122
                  226.94                       275.90999
                   227.2                       285.16134
                  227.46                       294.19046
                  227.72                       302.91639
                  227.98                       311.25461
                  228.24                       319.11896
                   228.5                       326.42409
                  228.76                       333.08825
                  229.02                       339.03646
                  229.28                       344.20389
                  229.54                       348.53898
                   229.8                       352.00619
                  230.06                       354.58774
                  230.32                       356.28431
                  230.58                       357.11451
                  230.84                       357.11331
                   231.1                       356.32964
                  231.36                       354.82352
                  231.62                       352.66299
                  231.88                       349.92093
                  232.14                       346.67212
                   232.4                       342.99049
                  232.66                       338.94676
                  232.92                       334.60662
                  233.18                       330.02955
                  233.44                       325.26837
                   233.7                       320.36937
                  233.96                        315.3729
                  234.22                        310.3143
                  234.48                       305.22473
                  234.74                       300.13188
                     235                       295.06041
                  235.26                       290.03222
                  235.52                       285.06645
                  235.78                       280.17959
                  236.04                       275.38549
                   236.3                       270.69556
                  236.56                       266.11896
                  236.82                       261.66276
                  237.08                       257.33215
                  237.34                       253.13057
                   237.6                       249.05983
                  237.86                       245.12044
                  238.12                       241.31197
                  238.38                       237.63369
                  238.64                       234.08532
                   238.9                       230.66785
                  239.16                       227.38429
                  239.42                       224.24022
                  239.68                       221.24418
                  239.94                       218.40772
                   240.2                       215.74536
                  240.46                       213.27433
                  240.72                       211.01434
                  240.98                       208.98726
                  241.24                       207.21673
                   241.5                       205.72778
                  241.76                       204.54632
                  242.02                       203.69861
                  242.28                       203.21082
                  242.54                       203.10863
                   242.8                       203.41724
                  243.06                       204.16157
                  243.32                        205.3668
                  243.58                       207.05905
                  243.84                       209.26603
                   244.1                       212.01752
                  244.36                       215.34546
                  244.62                       219.28357
                  244.88                       223.86667
                  245.14                       229.12963
                   245.4                       235.10628
                  245.66                       241.82841
                  245.92                       249.32491
                  246.18                       257.62128
                  246.44                       266.73941
                   246.7                       276.69761
                  246.96                       287.51092
                  247.22                       299.19147
                  247.48                         311.749
                  247.74                       325.19135
                     248                       339.52483
                  248.26                       354.75444
                  248.52                       370.88373
                  248.78                       387.91418
                  249.04                       405.84398
                   249.3                       424.66605
                  249.56                       444.36525
                  249.82                        464.9148
                  250.08                         486.272
                  250.34                       508.37334
                   250.6                       531.12914
                  250.86                       554.41809
                  251.12                       578.08191
                  251.38                       601.92061
                  251.64                       625.68925
                   251.9                       649.09711
                  252.16                       671.81089
                  252.42                       693.46301
                  252.68                        713.6664
                  252.94                       732.03557
                   253.2                       748.21271
                  253.46                       761.89573
                  253.72                       772.86398
                  253.98                       780.99715
                  254.24                       786.28402
                   254.5                       788.81938
                  254.76                        788.7902
                  255.02                       786.45378
                  255.28                       782.11171
                  255.54                       776.08338
                   255.8                       768.68222
                  256.06                       760.19668
                  256.32                         750.877
                  256.58                       740.92807
                  256.84                       730.50784
                   257.1                       719.73036
                  257.36                       708.67224
                  257.62                       697.38106
                  257.88                       685.88442
                  258.14                       674.19845
                   258.4                       662.33492
                  258.66                       650.30665
                  258.92                       638.13114
                  259.18                       625.83249
                  259.44                       613.44212
                   259.7                       600.99839
                  259.96                       588.54548
                  260.22                       576.13161
                  260.48                       563.80688
                  260.74                       551.62092
                     261                       539.62068
                  261.26                       527.84856
                  261.52                       516.34121
                  261.78                       505.12886
                  262.04                        494.2354
                   262.3                       483.67881
                  262.56                       473.47182
                  262.82                       463.62259
                  263.08                       454.13528
                  263.34                        445.0105
                   263.6                       436.24567
                  263.86                       427.83553
                  264.12                       419.77268
                  264.38                       412.04837
                  264.64                       404.65345
                   264.9                        397.5793
                  265.16                       390.81888
                  265.42                       384.36753
                  265.68                       378.22377
                  265.94                       372.39007
                   266.2                       366.87355
                  266.46                       361.68686
                  266.72                       356.84899
                  266.98                       352.38613
                  267.24                       348.33225
                   267.5                       344.72927
                  267.76                       341.62674
                  268.02                        339.0808
                  268.28                       337.15259
                  268.54                       335.90618
                   268.8                       335.40606
                  269.06                       335.71463
                  269.32                       336.88945
                  269.58                       338.98057
                  269.84                       342.02772
                   270.1                        346.0572
                  270.36                       351.07837
                  270.62                       357.07949
                  270.88                       364.02279
                  271.14                        371.8389
                   271.4                       380.42088
                  271.66                       389.61839
                  271.92                       399.23316
                  272.18                       409.01703
                  272.44                       418.67438
                   272.7                       427.87082
                  272.96                       436.24926
                  273.22                       443.45356
                  273.48                       449.15763
                  273.74                       453.09604
                     274                       455.09051
                  274.26                       455.06677
                  274.52                       453.05803
