        Frequency / MHz                Port 1 [1] (13)/arg,degrees
                  166.62                      -49.473469
                  166.88                      -49.325181
                  167.14                      -49.118367
                   167.4                      -48.850707
                  167.66                      -48.519866
                  167.92                       -48.12365
                  168.18                      -47.660132
                  168.44                      -47.127754
                   168.7                      -46.525382
                  168.96                      -45.852369
                  169.22                      -45.108621
                  169.48                      -44.294692
                  169.74                      -43.411912
                     170                      -42.462507
                  170.26                      -41.449694
                  170.52                      -40.377707
                  170.78                      -39.251753
                  171.04                      -38.077883
                   171.3                      -36.862831
                  171.56                      -35.613846
                  171.82                      -34.338568
                  172.08                      -33.044937
                  172.34                      -31.741149
                   172.6                      -30.435602
                  172.86                      -29.136809
                  173.12                      -27.853258
                  173.38                      -26.593228
                  173.64                      -25.364613
                   173.9                       -24.17479
                  174.16                      -23.030592
                  174.42                      -21.938377
                  174.68                      -20.904179
                  174.94                      -19.933881
                   175.2                      -19.033366
                  175.46                      -18.208615
                  175.72                      -17.465769
                  175.98                      -16.811182
                  176.24                      -16.251542
                   176.5                      -15.794051
                  176.76                      -15.446701
                  177.02                      -15.218547
                  177.28                      -15.119919
                  177.54                      -15.162464
                   177.8                      -15.358967
                  178.06                      -15.722917
                  178.32                      -16.267858
                  178.58                      -17.006557
                  178.84                      -17.950054
                   179.1                      -19.106623
                  179.36                      -20.480666
                  179.62                      -22.071564
                  179.88                      -23.872578
                  180.14                      -25.869935
                   180.4                      -28.042361
                  180.66                      -30.361298
                  180.92                      -32.792012
                  181.18                      -35.295569
                  181.44                      -37.831457
                   181.7                      -40.360392
                  181.96                      -42.846795
                  182.22                      -45.260538
                  182.48                      -47.577775
                  182.74                      -49.780945
                     183                      -51.858205
                  183.26                      -53.802571
                  183.52                      -55.611015
                  183.78                      -57.283613
                  184.04                      -58.822747
                   184.3                       -60.23229
                  184.56                       -61.51672
                  184.82                      -62.680181
                  185.08                      -63.725584
                  185.34                      -64.653898
                   185.6                      -65.463822
                  185.86                      -66.151954
                  186.12                      -66.713493
                  186.38                      -67.143386
                  186.64                      -67.437723
                   186.9                      -67.595143
                  187.16                      -67.617978
                  187.42                       -67.51291
                  187.68                      -67.290979
                  187.94                      -66.966867
                   188.2                       -66.55753
                  188.46                      -66.080382
                  188.72                      -65.551358
                  188.98                      -64.983258
                  189.24                      -64.384697
                   189.5                      -63.759848
                  189.76                       -63.10892
                  190.02                      -62.429154
                  190.28                      -61.715993
                  190.54                      -60.964116
                   190.8                      -60.168128
                  191.06                      -59.322856
                  191.32                      -58.423343
                  191.58                      -57.464709
                  191.84                      -56.442061
                   192.1                      -55.350558
                  192.36                      -54.185655
                  192.62                      -52.943456
                  192.88                       -51.62106
                  193.14                      -50.216799
                   193.4                      -48.730309
                  193.66                      -47.162469
                  193.92                       -45.51529
                  194.18                      -43.791853
                  194.44                      -41.996355
                   194.7                      -40.134266
                  194.96                      -38.212515
                  195.22                      -36.239582
                  195.48                      -34.225408
                  195.74                      -32.181096
                     196                      -30.118456
                  196.26                      -28.049524
                  196.52                       -25.98618
                  196.78                      -23.939946
                  197.04                      -21.921959
                   197.3                      -19.943035
                  197.56                      -18.013728
                  197.82                      -16.144294
                  198.08                      -14.344543
                  198.34                      -12.623636
                   198.6                        -10.9899
                  198.86                       -9.450727
                  199.12                      -8.0125893
                  199.38                      -6.6811257
                  199.64                      -5.4612476
                   199.9                      -4.3571918
                  200.16                       -3.372497
                  200.42                      -2.5099161
                  200.68                      -1.7713182
                  200.94                      -1.1576368
                   201.2                     -0.66890556
                  201.46                     -0.30438195
                  201.72                    -0.062724193
                  201.98                     0.057835243
                  202.24                     0.059372681
                   202.5                    -0.055758545
                  202.76                     -0.28487963
                  203.02                     -0.62489145
                  203.28                      -1.0721794
                  203.54                       -1.622556
                   203.8                      -2.2712553
                  204.06                      -3.0129679
                  204.32                      -3.8418842
                  204.58                      -4.7517135
                  204.84                      -5.7356619
                   205.1                      -6.7863766
                  205.36                      -7.8958884
                  205.62                      -9.0555944
                  205.88                      -10.256316
                  206.14                      -11.488444
                   206.4                      -12.742153
                  206.66                      -14.007648
                  206.92                      -15.275403
                  207.18                      -16.536343
                  207.44                      -17.781978
                   207.7                      -19.004489
                  207.96                      -20.196785
                  208.22                      -21.352571
                  208.48                      -22.466413
                  208.74                      -23.533801
                     209                      -24.551186
                  209.26                      -25.515958
                  209.52                      -26.426353
                  209.78                      -27.281296
                  210.04                      -28.080201
                   210.3                      -28.822771
                  210.56                      -29.508811
                  210.82                      -30.138103
                  211.08                      -30.710303
                  211.34                      -31.224888
                   211.6                      -31.681086
                  211.86                      -32.077812
                  212.12                      -32.413567
                  212.38                       -32.68635
                  212.64                      -32.893561
                   212.9                      -33.031953
                  213.16                      -33.097613
                  213.42                      -33.085989
                  213.68                      -32.991927
                  213.94                      -32.809703
                   214.2                      -32.533028
                  214.46                      -32.155007
                  214.72                      -31.668086
                  214.98                      -31.063982
                  215.24                      -30.333654
                   215.5                       -29.46733
                  215.76                      -28.454625
                  216.02                      -27.284742
                  216.28                       -25.94677
                  216.54                      -24.430082
                   216.8                      -22.724835
                  217.06                       -20.82262
                  217.32                      -18.717272
