        Frequency / MHz                S1,1/arg,degrees
                  269.84                      -69.284864
               270.10001                      -71.869844
               270.35999                      -74.371989
                  270.62                      -76.785612
                  270.88                      -79.107003
               271.13998                      -81.332225
               271.39999                      -83.459965
                  271.66                      -85.488913
               271.92001                      -87.418852
               272.17999                      -89.249998
                  272.44                      -90.982571
               272.70001                      -92.618101
               272.95999                      -94.157243
                  273.22                      -95.601091
               273.48001                      -96.950736
               273.73999                      -98.207928
                     274                      -99.375071
               274.26001                      -100.45413
               274.51999                      -101.44817
                  274.78                      -102.36177
               275.04001                      -103.19954
               275.29999                      -103.96649
                  275.56                      -104.66918
               275.82001                      -105.31395
               276.07999                      -105.90779
                  276.34                       -106.4577
               276.60001                      -106.97111
               276.85999                      -107.45502
                  277.12                      -107.91598
                  277.38                      -108.36141
               277.63998                      -108.79789
               277.89999                      -109.23196
                  278.16                      -109.67019
               278.42001                      -110.11847
               278.67999                      -110.58292
                  278.94                      -111.06836
               279.20001                      -111.57893
               279.45999                      -112.11791
                  279.72                      -112.68771
               279.98001                      -113.28921
               280.23999                      -113.92283
                   280.5                       -114.5877
               280.76001                      -115.28275
               281.01999                       -116.0062
                  281.28                      -116.75588
               281.54001                      -117.52982
               281.79999                      -118.32628
                  282.06                      -119.14306
               282.32001                       -119.9782
               282.57999                      -120.83017
                  282.84                      -121.69613
               283.10001                      -122.57389
               283.35999                      -123.46061
                  283.62                      -124.35346
                  283.88                      -125.24826
               284.13998                      -126.14111
               284.39999                      -127.02827
                  284.66                      -127.90537
               284.92001                      -128.76805
               285.17999                      -129.61281
                  285.44                      -130.43549
               285.70001                      -131.23238
               285.95999                      -131.99955
                  286.22                      -132.73218
               286.48001                      -133.42504
               286.73999                      -134.07156
                     287                        -134.663
               287.26001                      -135.18952
               287.51999                       -135.6378
                  287.78                      -135.99144
               288.04001                      -136.23099
               288.29999                      -136.33175
                  288.56                      -136.26399
               288.82001                      -135.98991
               289.07999                      -135.46186
                  289.34                       -134.6171
               289.60001                      -133.37258
               289.85999                      -131.61618
                  290.12                      -129.19491
                  290.38                      -125.90243
               290.63998                      -121.46904
               290.89999                      -115.57169
                  291.16                      -107.90374
               291.42001                      -98.363547
               291.67999                      -87.348911
                  291.94                      -75.893209
               292.20001                      -65.283792
               292.45999                      -56.409135
                  292.72                      -49.517531
               292.98001                      -44.430408
               293.23999                      -40.823629
                   293.5                      -38.383561
               293.76001                      -36.855999
               294.01999                      -36.050145
                  294.28                      -35.826119
               294.54001                      -36.082711
               294.79999                      -36.745842
                  295.06                       -37.75999
               295.32001                      -39.082533
               295.57999                      -40.679158
                  295.84                      -42.520793
               296.10001                      -44.581219
               296.35999                      -46.836598
                  296.62                      -49.263775
                  296.88                      -51.839796
               297.13998                      -54.542584
               297.39999                      -57.349409
                  297.66                      -60.238196
               297.92001                      -63.187527
               298.17999                      -66.175762
                  298.44                      -69.182136
               298.70001                      -72.187202
               298.95999                      -75.171939
                  299.22                      -78.118648
               299.48001                      -81.011806
               299.73999                      -83.836335
                     300                      -86.580214

