        Frequency / MHz                S1,1/arg,degrees
               203.53999                      -66.146034
                   203.8                      -67.038657
                  204.06                      -67.571084
               204.32001                      -67.662446
                  204.58                      -67.213293
                  204.84                      -66.105161
               205.10001                      -64.201015
                  205.36                      -61.356158
                  205.62                      -57.449948
                  205.88                      -52.440192
                  206.14                      -46.444053
               206.39999                      -39.794833
                  206.66                      -33.012076
                  206.92                      -26.654207
               207.17999                      -21.142192
                  207.44                      -16.675138
                   207.7                      -13.258512
               207.96001                      -10.781832
                  208.22                      -9.0898023
                  208.48                      -8.0240745
               208.74001                      -7.4430162
                     209                      -7.2282758
               209.25999                      -7.2853214
                  209.52                      -7.5409341
                  209.78                      -7.9408003
               210.03999                      -8.4474366
                   210.3                      -9.0363629
                  210.56                      -9.6942471
               210.82001                      -10.415515
                  211.08                      -11.200276
                  211.34                      -12.050826
               211.60001                      -12.969459
                  211.86                      -13.956613
                  212.12                      -15.009664
                  212.38                      -16.121947
                  212.64                      -17.283408
               212.89999                      -18.480821
                  213.16                      -19.698561
                  213.42                       -20.92111
               213.67999                       -22.13306
                  213.94                      -23.321511
                   214.2                       -24.47729
               214.46001                      -25.595256
                  214.72                      -26.675189
                  214.98                      -27.721465
               215.24001                      -28.742169
                   215.5                      -29.747463
               215.75999                      -30.747951
                  216.02                      -31.752044
                  216.28                      -32.764878
               216.53999                      -33.786018
                   216.8                      -34.808469
                  217.06                       -35.81912
               217.32001                      -36.798073
                  217.58                      -37.720425
                  217.84                      -38.557315
               218.10001                      -39.278145
                  218.36                      -39.852318
                  218.62                      -40.250764
                  218.88                      -40.447911
                  219.14                      -40.421464
               219.39999                      -40.149789
                  219.66                       -39.60709
                  219.92                      -38.752933
               220.17999                      -37.513004
                  220.44                      -35.751585
                   220.7                      -33.224196
               220.96001                      -29.502124
                  221.22                      -23.853613
                  221.48                      -15.127909
               221.74001                      -1.9811601
                     222                       15.538221
               222.25999                       33.725758
                  222.52                       47.918997
                  222.78                       56.984137
               223.03999                       62.096724
                   223.3                       64.576574
                  223.56                       65.337621
               223.82001                       64.956331
                  224.08                       63.797495
                  224.34                        62.10022
               224.60001                       60.027558
                  224.86                        57.69502
                  225.12                        55.18752
                  225.38                       52.568992
                  225.64                       49.888936
               225.89999                       47.186037
                  226.16                        44.49079
                  226.42                       41.827675
               226.67999                       39.215589
                  226.94                       36.669517
                   227.2                       34.201464
               227.46001                       31.819859
                  227.72                       29.531695
                  227.98                       27.341879
               228.24001                       25.254029
                   228.5                       23.270543
               228.75999                       21.392839
                  229.02                       19.621691
                  229.28                       17.956543
               229.53999                       16.395547
                   229.8                       14.935744
                  230.06                       13.572436
               230.32001                        12.29929
                  230.58                       11.108432
                  230.84                       9.9905772
               231.10001                       8.9357767
                  231.36                       7.9335423
                  231.62                       6.9743653
                  231.88                       6.0492842
                  232.14                       5.1520711
               232.39999                       4.2780252
                  232.66                       3.4251804
                  232.92                       2.5938647
               233.17999                       1.7862629
                  233.44                        1.005545
